CAR_CHC_ID,POSITION_TITLE_E,SELECTION_PROCESS_NUMBER,POSITIONS_AVAILABLE,DEPT_CD,CLASSIFICATIONS,VARIOUS_WORK_LOCATION,TOTAL_SUBMITTED,POSTER_URL,cd,tot_in
1050273,Defence Scientist / Naval Platforms,17-DND-EA-DREAT-418356,1,DND,DS02,0,22,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050273,1209,1
1050273,Defence Scientist / Naval Platforms,17-DND-EA-DREAT-418356,1,DND,DS03,0,22,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050273,1209,2
1050273,Defence Scientist / Naval Platforms,17-DND-EA-DREAT-418356,1,DND,DS04,0,22,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050273,1209,3
1050282,Staff Training Coordinator,2017-PEN-IA-ONT-126646,1,PEN,AS02,0,36,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050282,3510,24
1050285,Admin & Finance Coordinator,17-EXT-IA-JD-1015890,1,EXT,AS03,0,15,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050285,3506,12
1050301,"Leadhand, Ornamental Gardens *AMENDMENT TO CLOSING DATE*",17-AGR-NCR-EA-CM-261,1,AGR,GLMAN06,0,35,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050301,3506,19
1050314,Base Property Officer,17-DND-EA-KGSTN-411865,1,DND,AS03,0,16,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050314,3510,7
1050320,Cultural and Wellness Officer (Pilimmaksaivik),17-NED-EA-NU-COE-296011,1,NED,AS05,0,68,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050320,6204,20
1050349,Administrative Specialist,17-AGR-BCAB-EA-CM-55,1,AGR,CR05,0,41,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050349,4808,12
1050369,Accounts Payable Specialist,17-EXT-IA-BC-1015964,1,EXT,CR05,0,16,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050369,2481,8
1050407,Senior Manager - Official Events,17-EXT-EA-JD-1015960,1,EXT,AS06,0,93,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050407,3506,38
1050410,Intelex Operational Assistant,17-RCM-IA-F-REG-INTELEX-67599,0,RCM,CR05,0,30,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050410,4706,26
1050414,Team Leader (Amendment to Salary),2017-CSD-IA-QUE-14950,3,CSD,PM03,0,105,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050414,2423,61
1050442,Executive Assistant,17-CSA-IA-83683,1,CSA,AS01,1,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050442,2458,6
1050442,Executive Assistant,17-CSA-IA-83683,1,CSA,AS01,1,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050442,2458,6
1050467,"Safety Management Systems Inspector / Auditing Specialist, Rail Safety",17-MOT-EA-HRS-87504,0,MOT,PM05,0,56,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050467,3520,10
1050467,"Safety Management Systems Inspector / Auditing Specialist, Rail Safety",17-MOT-EA-HRS-87504,0,MOT,TI06,0,56,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050467,3520,11
1050474,Small Vessel Commanding Officer for Class A/B Vessels and Watchkeeping Mate Class C to F,17-DFO-WCCG-IA-CCG-201847,15,DFO,SCDED06,1,69,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050474,5915,4
1050474,Small Vessel Commanding Officer for Class A/B Vessels and Watchkeeping Mate Class C to F,17-DFO-WCCG-IA-CCG-201847,15,DFO,SCDED06,1,69,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050474,5917,4
1050474,Small Vessel Commanding Officer for Class A/B Vessels and Watchkeeping Mate Class C to F,17-DFO-WCCG-IA-CCG-201847,15,DFO,SCDED07,1,69,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050474,5915,2
1050474,Small Vessel Commanding Officer for Class A/B Vessels and Watchkeeping Mate Class C to F,17-DFO-WCCG-IA-CCG-201847,15,DFO,SCDED07,1,69,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050474,5917,6
1050474,Small Vessel Commanding Officer for Class A/B Vessels and Watchkeeping Mate Class C to F,17-DFO-WCCG-IA-CCG-201847,15,DFO,SOMAO03,1,69,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050474,5915,7
1050474,Small Vessel Commanding Officer for Class A/B Vessels and Watchkeeping Mate Class C to F,17-DFO-WCCG-IA-CCG-201847,15,DFO,SOMAO03,1,69,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050474,5917,12
1050474,Small Vessel Commanding Officer for Class A/B Vessels and Watchkeeping Mate Class C to F,17-DFO-WCCG-IA-CCG-201847,15,DFO,SOMAO04,1,69,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050474,5915,9
1050474,Small Vessel Commanding Officer for Class A/B Vessels and Watchkeeping Mate Class C to F,17-DFO-WCCG-IA-CCG-201847,15,DFO,SOMAO04,1,69,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050474,5917,18
1050501,"Officer, HRMS Data Integrity",17-EXT-IA-JP-1015966,0,EXT,AS02,0,29,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050501,2481,16
1050504,"Manager, Policy Development (Amendment to closing date)",17-AHS-SPPI-IA-NCR-202022,1,AHS,EC07,0,85,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050504,3506,64
1050524,Research Student,17-NHW-HECS-EA-NCR-202034,1,SHC,,0,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050524,3506,9
1050546,Project Officer,2017-CSD-EA-NB-14949,0,CSD,AS03,1,68,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050546,1001,8
1050546,Project Officer,2017-CSD-EA-NB-14949,0,CSD,AS03,1,68,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050546,1102,10
1050546,Project Officer,2017-CSD-EA-NB-14949,0,CSD,AS03,1,68,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050546,1209,7
1050546,Project Officer,2017-CSD-EA-NB-14949,0,CSD,AS03,1,68,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050546,1307,15
1050546,Project Officer,2017-CSD-EA-NB-14949,0,CSD,AS03,1,68,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050546,1310,5
1050548,Senior Research Advisor-Amendment to closing date,2017-CSD-IA-NHQ-14962,1,CSD,EC06,0,21,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050548,2481,6
1050553,Executive Office Manager,17-PSC-IA-295867,1,PSC,AS04,0,18,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050553,2481,8
1050566,Environmental Assessment Officer (Physical Science Officer),17-DOE-PNR-EA-292590,1,DOE,PC02,0,72,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050566,6106,4
1050570,Senior Learning Advisor,17-CES-LP-IA-10161,1,CES,PE05,0,47,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050570,2481,23
1050592,Information Administrator,17-DUS-NCR-IA-296524,1,DUS,AS03,0,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050592,2481,7
1050605,"Manager, Life Insurance Group (RE-06)",17/18-SIF-IA-4561,2,SIF,RE06,0,4,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050605,3520,1
1050631,"Executive Assistant to the Director General, Human Resources",17-EXT-IA-AM-1015972,1,EXT,AS02,0,31,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050631,2481,16
1050637,"Manager, Wireless Communication Unit (WCU)",17-RCM-IA-K-EDM-INFORMATIC-67264,1,RCM,CS03,0,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050637,4811,8
1050694,Senior Intelligence Research Specialist,17-RCM-IA-N-N-NCR-FP-67047,2,RCM,EC06,0,51,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050694,3506,38
1050698,Workload Coordinator,2017-SVC-IA-HQ-296424,1,SVC,AS02,0,35,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050698,3506,10
1050711,Disability Management Advisor,2017-SVC-IA-HQ-296678,1,SVC,AS04,0,13,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050711,1309,10
1050740,Data Production and Dissemination Officer,17-STC-IA-NCR-846-705,0,STC,EC03,0,99,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050740,3506,71
1050788,Collection Clerk/Driver,17-BAL-EA-311,0,BAL,CR04,1,72,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050788,2481,13
1050788,Collection Clerk/Driver,17-BAL-EA-311,0,BAL,CR04,1,72,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050788,3506,30
1050795,Administrative Officer,17-AHS-IDPC-IA-NCR-201187,1,AHS,AS03,0,45,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050795,3506,19
1050822,"Director General, Litigation Management and Resolution",17-IAN-NCR-IA-296677,1,IAN,EX03,0,14,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050822,2481,1
1050861,Various Wildlife Biologist positions,17-DOE-PYR-EA-296580,7,DOE,BI03,1,270,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050861,1209,17
1050861,Various Wildlife Biologist positions,17-DOE-PYR-EA-296580,7,DOE,BI03,1,270,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050861,1307,7
1050861,Various Wildlife Biologist positions,17-DOE-PYR-EA-296580,7,DOE,BI03,1,270,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050861,2423,29
1050861,Various Wildlife Biologist positions,17-DOE-PYR-EA-296580,7,DOE,BI03,1,270,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050861,3506,31
1050861,Various Wildlife Biologist positions,17-DOE-PYR-EA-296580,7,DOE,BI03,1,270,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050861,3520,8
1050861,Various Wildlife Biologist positions,17-DOE-PYR-EA-296580,7,DOE,BI03,1,270,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050861,5915,31
1050941,Financial Analyst,2017-CSD-IA-MAN-15008,0,CSD,FI01,0,27,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050941,4611,23
1050960,"Director, Infrastructure Operations and Security",17-BAL-IA-1091,1,BAL,CS05,0,8,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050960,2481,4
1050968,Regulatory and Case Advisor,17-MOT-EA-HRS-87825,1,MOT,EC05,0,22,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050968,4611,7
1050992,Permits Officer and Animal Care Committee Coordinator (Amendment to Closing Date),17-DOE-PNR-EA-295107,1,DOE,PM02,0,45,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1050992,4711,14
1051010,Project Support Technician - ANTICIPATORY,17-DFO-NFLD-EA-EFM-202370,0,DFO,EG04,0,27,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051010,1001,17
1051028,Correctional Officer II,2017-PEN-IA-PRA-126692,0,PEN,CX02,0,18,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051028,4808,11
1051037,Supply Team Leader,17-CES-CSB-IA-101374,1,CES,PG05,0,3,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051037,2481,0
1051059,Regional Manager - Technical and Maintenance Services,2017-SVC-MTL-IA-296219,1,SVC,EG08,0,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051059,2466,4
1051071,PROS (Police Reporting and Occurrence System) Support Services Supervisor,17-RCM-IA-F-REG-PROSYKTN-67628,1,RCM,CR04,0,0,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051071,4709,0
1051084,"Regional Supervisor, Maritime Search and Rescue *AMENDMENT TO THE CLOSING DATE*",17-DFO-ACCG-IA-CCG-202898,2,DFO,GT06,1,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051084,1001,2
1051084,"Regional Supervisor, Maritime Search and Rescue *AMENDMENT TO THE CLOSING DATE*",17-DFO-ACCG-IA-CCG-202898,2,DFO,GT06,1,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051084,1209,7
1051104,"Regional Manager, Policy and planning",2017-PEN-IA-QUE-126835,1,PEN,AS06,0,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051104,2465,5
1051112,Operations Support Assistant,17-SUC-EA-1986,1,SUC,CR05,0,93,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051112,3506,30
1051113,Various Administrative Positions - AMENDMENT TO CLOSING DATE,17-RCM-IA-W-A-NCR-ND-67635,3,RCM,AS01,0,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051113,3506,24
1051113,Various Administrative Positions - AMENDMENT TO CLOSING DATE,17-RCM-IA-W-A-NCR-ND-67635,3,RCM,CR05,0,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051113,3506,24
1051114,"Communications Advisor, Web Services",17-MOT-IA-HRS-87599,2,MOT,IS04,0,28,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051114,3506,17
1051184,Senior Human Resources Advisor (Classification),2017-INFC-CS-IA-2138,1,INF,PE04,0,3,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051184,3506,2
1051185,"Mail, Shipping and Distribution Clerk",17-BAL-IA-DM-SAD-ACIN-821,3,BAL,CR03,0,21,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051185,2481,15
1051190,***Amendment***FI-02 Financial Analyst,17-PSC-IA-295470,1,PSC,FI02,0,35,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051190,2481,12
1051200,District Records Supervisor,17-RCM-IA-K-SAD-ADMIN-67282,1,RCM,CR05,0,5,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051200,4806,4
1051232,"Manager, Planning & Reporting",17-IAN-IA-AM-BC-CS-296764,1,IAN,PM06,0,6,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051232,5915,6
1051235,"#i_want_a_job_in_HR (Regional Human Resources Advisor, Staffing )",17-DFO-NCR-EA-HRCS-202549,2,DFO,PE02,0,233,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051235,3506,82
1051238,ACV Engineer,17-DFO-WCCG-EA-CCG-192705a,1,DFO,EG04,0,6,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051238,5915,1
1051243,"Supervisor, Benefits Adjudication and Processing",17-DVA-IA-CH-296604,2,DVA,WP03,0,73,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051243,1102,62
1051329,Analyst ¿ Financial Management,17-STC-DM-NCR-378-090A,3,STC,FI02,0,57,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051329,3506,39
1051337,"Advisor, Issues Management",17-MOT-IA-HRS-87601,1,MOT,AS05,0,14,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051337,3506,7
1051363,Senior Business Data Analyst,17-DUS-NCR-EA-295683,3,DUS,AS05,0,27,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051363,2481,5
1051370,*Anticipatory* Various Director positions,17-IAN-NCR-IA-296712,1,IAN,EX01,0,201,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051370,2481,46
1051381,"Regional Coordinator, Harassment Prevention",2017-PEN-IA-NAT-126717,2,PEN,AS05,1,75,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051381,1307,3
1051381,"Regional Coordinator, Harassment Prevention",2017-PEN-IA-NAT-126717,2,PEN,AS05,1,75,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051381,2465,5
1051381,"Regional Coordinator, Harassment Prevention",2017-PEN-IA-NAT-126717,2,PEN,AS05,1,75,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051381,3506,9
1051381,"Regional Coordinator, Harassment Prevention",2017-PEN-IA-NAT-126717,2,PEN,AS05,1,75,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051381,3510,14
1051381,"Regional Coordinator, Harassment Prevention",2017-PEN-IA-NAT-126717,2,PEN,AS05,1,75,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051381,4711,5
1051381,"Regional Coordinator, Harassment Prevention",2017-PEN-IA-NAT-126717,2,PEN,AS05,1,75,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051381,5909,3
1051397,Senior Cost Management Advisor,2017-CSD-IA-NHQ-15040,1,CSD,AS05,0,50,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051397,2481,23
1051400,"Senior Director, New Service Offerings",17-IAN-NCR-IA-296711,1,IAN,EX02,0,34,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051400,2481,7
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,1001,18
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,1209,19
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,1310,9
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,2466,134
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,2481,92
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,3506,224
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,3514,2
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,3520,185
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,3520,185
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,3520,185
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,3521,133
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,3526,24
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,3530,12
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,3537,26
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,3539,22
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,4611,34
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,4711,7
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,4806,33
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,4810,26
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,4811,52
1051405,"Program/C&I Case Processing Officer (Stream 1), Team Leader/C&I Case Processing Officer (Stream 2)",2017-IMC-IA-25792,0,IMC,PM03,1,1430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051405,5915,95
1051406,"Senior Supervisor, Property & Casualty Insurance Group (RE-05)",17/18-SIF-EA-4594,2,SIF,RE05,0,61,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051406,3520,27
1051417,IT Security Analyst,17-CSA-DM-83689,1,CSA,CS02,1,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051417,2458,0
1051417,IT Security Analyst,17-CSA-DM-83689,1,CSA,CS02,1,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051417,2458,0
1051420,Senior Assistant Deputy Minister,2017-CSD-IA-NHQ-15045,1,CSD,EX05,0,2,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051420,2481,1
1051439,Detachment Services Assistant-3,17-RCM-IA-P-E-ND-FSJ-67658,1,RCM,CR05,0,0,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051439,5951,0
1051447,Paralegal,2017-PPD-IA-AB-109154,2,PPD,EC02,1,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051447,4806,7
1051447,Paralegal,2017-PPD-IA-AB-109154,2,PPD,EC02,1,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051447,4811,6
1051447,Paralegal,2017-PPD-IA-AB-109154,2,PPD,EC03,1,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051447,4806,7
1051447,Paralegal,2017-PPD-IA-AB-109154,2,PPD,EC03,1,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051447,4811,5
1051453,Communications Advisor,17-CEO-EA-PPA-14453,2,CEO,IS04,0,84,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051453,2481,26
1051475,Program Officer,17-CSW-AO-NAT-WPROG-154-1,0,CSW,PM04,1,576,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051475,1307,16
1051475,Program Officer,17-CSW-AO-NAT-WPROG-154-1,0,CSW,PM04,1,576,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1051475,2466,88
